,accountingchange,amended,audited,capitalexpenditures,cashandcashequivalents,cashcashequivalentsandshortterminvestments,cashfromfinancingactivities,cashfrominvestingactivities,cashfromoperatingactivities,cfdepreciationamortization,changeinaccountsreceivable,changeincurrentassets,changeincurrentliabilities,changeininventories,commonstock,company_cik,company_symbol,costofrevenue,created_at,crosscalculated,currencycode,dcn,deferredcharges,discontinuedoperations,dividendspaid,ebit,effectofexchangerateoncash,equityearnings,extraordinaryitems,goodwill,grossprofit,incomebeforetaxes,intangibleassets,interestexpense,inventoriesnet,investmentchangesnet,minorityinterest,name,netchangeincash,netincome,netincomeapplicabletocommon,original,otherassets,othercurrentassets,othercurrentliabilities,otherequity,otherliabilities,period,periodenddate,periodlength,periodlengthcode,preferredstock,preliminary,propertyplantequipmentnet,quarter,receiveddate,researchdevelopmentexpense,restated,retainedearnings,sellinggeneraladministrativeexpenses,totaladjustments,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totallongtermdebt,totalreceivablesnet,totalrevenue,totalshorttermdebt,totalstockholdersequity,treasurystock,updated_at,usdconversionrate,year
0,,False,True,-40237000.0,2426367000.0,2661665000.0,-837613000.0,-271393000.0,666215000.0,71902000.0,105068000.0,115561000.0,-96955000.0,10493000.0,302000.0,768251,ALTR,648451000.0,2015-04-24 01:00:09.074000,False,USD,0000768251-15-000008,,,-204609000.0,543360000.0,,,,74341000.0,1283638000.0,524027000,72291000.0,-43549000.0,153387000.0,-234809000.0,,10-K,-442791000.0,472658000,472658000,True,81791000.0,39479000.0,83779000.0,,320333000.0,ann,12/31/2014,12,m,,False,194840000.0,4,2/13/2015,418170000.0,False,2110620000.0,312249000.0,193557000.0,5674226000.0,3288543000.0,575308000.0,2388400000.0,1492759000.0,377964000.0,1932089000,,3285826000.0,,2015-04-24 01:00:09.074000,1,2014
1,,False,True,-42558000.0,2869158000.0,3093799000.0,638835000.0,-1236512000.0,590208000.0,56913000.0,-157842000.0,-165775000.0,157969000.0,-7933000.0,318000.0,768251,ALTR,546736000.0,2015-04-24 01:00:09.074000,False,USD,0000768251-15-000008,,,-160377000.0,475759000.0,,,,73968000.0,1185836000.0,470828000,82150000.0,-16637000.0,163880000.0,-1040055000.0,,10-K,-7469000.0,440065000,440065000,False,76676000.0,48901000.0,83154000.0,,284729000.0,ann,12/31/2013,12,m,,False,204142000.0,4,2/13/2015,385185000.0,False,2322885000.0,320068000.0,150143000.0,5995648000.0,3852840000.0,707386000.0,2483581000.0,1491466000.0,483032000.0,1732572000,,3512067000.0,,2015-04-24 01:00:09.074000,1,2013
2,,False,True,-60913000.0,2876627000.0,3095022000.0,-315344000.0,-767176000.0,587214000.0,37510000.0,-91435000.0,-121877000.0,22529000.0,-30442000.0,320000.0,768251,ALTR,541523000.0,2015-04-24 01:00:09.074000,False,USD,0000768251-15-000008,,,-115514000.0,591237000.0,,,,2329000.0,1241512000.0,591917000,4874000.0,-7976000.0,152721000.0,-705581000.0,,10-K,-495306000.0,556807000,556807000,False,42285000.0,49852000.0,77437000.0,,281304000.0,ann,12/31/2012,12,m,,False,206148000.0,4,2/13/2015,359568000.0,False,2204980000.0,289854000.0,30407000.0,4657828000.0,3680352000.0,543077000.0,1324381000.0,500000000.0,323708000.0,1783035000,,3333447000.0,,2015-04-24 01:00:09.074000,1,2012
3,,False,True,-31812000.0,3371933000.0,3509134000.0,-181939000.0,-170924000.0,959600000.0,31927000.0,131341000.0,155586000.0,-150547000.0,24245000.0,322000.0,768251,ALTR,610329000.0,2015-04-24 01:00:09.074000,False,USD,0000768251-14-000008,,,-90060000.0,849196000.0,,,,,1454146000.0,848992000,,-3730000.0,122279000.0,-139112000.0,,10-K,606737000.0,770711000,770711000,False,35074000.0,52710000.0,71979000.0,,272153000.0,ann,12/31/2011,12,m,,False,171721000.0,4,2/14/2014,324150000.0,False,1942955000.0,279217000.0,188889000.0,4282268000.0,3974811000.0,1016219000.0,1288372000.0,0.0,232273000.0,2064475000,500000000.0,2993896000.0,,2015-04-24 01:00:09.074000,1,2011
0,,False,True,-136650000.0,943999000.0,1961566000.0,7126000.0,-222869000.0,640075000.0,62458000.0,-28137000.0,-113341000.0,270771000.0,-66812000.0,20000.0,899866,ALXN,173862000.0,2015-04-24 01:00:09.075000,False,USD,0000899866-15-000016,,,,868706000.0,-10190000.0,,,254073000.0,2059871000.0,872107000,587046000.0,-2982000.0,176441000.0,-85712000.0,,10-K,414142000.0,656912000,656912000,True,137627000.0,,60655000.0,,53134000.0,ann,12/31/2014,12,m,0.0,False,392248000.0,4,2/6/2015,513782000.0,False,1036010000.0,630209000.0,-16837000.0,4201962000.0,2796029000.0,606740000.0,783519000.0,116599000.0,432888000.0,2233733000,48000000.0,3302018000.0,-382964000.0,2015-04-24 01:00:09.075000,1,2014
1,,False,True,-29329000.0,529857000.0,1514851000.0,71639000.0,-1027141000.0,497349000.0,31928000.0,-116439000.0,-156192000.0,265831000.0,126000.0,20000.0,899866,ALXN,177556000.0,2015-04-24 01:00:09.075000,False,USD,0000899866-15-000016,,,,528010000.0,-1491000.0,,,254073000.0,1373790000.0,526269000,609719000.0,-4112000.0,102602000.0,-988497000.0,,10-K,-459644000.0,252895000,252895000,False,62544000.0,,56688000.0,,47973000.0,ann,12/31/2013,12,m,0.0,False,201109000.0,4,2/6/2015,317093000.0,False,379098000.0,489720000.0,244454000.0,3317696000.0,2186857000.0,582429000.0,828873000.0,97230000.0,421752000.0,1551346000,48000000.0,2382079000.0,-80365000.0,2015-04-24 01:00:09.075000,1,2013
2,,False,True,-21846000.0,989501000.0,989501000.0,666376000.0,-627585000.0,410613000.0,23887000.0,-72870000.0,-96176000.0,82123000.0,-6265000.0,20000.0,899866,ALXN,72837000.0,2015-04-24 01:00:09.075000,False,USD,0000899866-15-000016,,,,404338000.0,-768000.0,,,253645000.0,1061277000.0,397566000,646678000.0,-7402000.0,94521000.0,0.0,,10-K,448636000.0,254822000,254822000,False,38054000.0,,9548000.0,,22792000.0,ann,12/31/2012,12,m,0.0,False,165629000.0,4,2/6/2015,222732000.0,False,126203000.0,384678000.0,155791000.0,2613560000.0,1495600000.0,360089000.0,503708000.0,101000000.0,295598000.0,1134114000,48000000.0,1970850000.0,-14229000.0,2015-04-24 01:00:09.075000,1,2012
3,,False,True,-21982000.0,540865000.0,540865000.0,39050000.0,-33717000.0,270084000.0,17592000.0,-78778000.0,-111997000.0,94814000.0,-12179000.0,19000.0,899866,ALXN,93140000.0,2015-04-24 01:00:09.076000,False,USD,0000899866-14-000034,,,,230826000.0,-1697000.0,,,79639000.0,690291000.0,229668000,91604000.0,-788000.0,81386000.0,94458000.0,,10-K,273720000.0,175315000,175315000,False,12518000.0,,10227000.0,,14351000.0,ann,12/31/2011,12,m,0.0,False,165852000.0,4,2/10/2014,137421000.0,False,-128619000.0,308176000.0,94769000.0,1394751000.0,941270000.0,227785000.0,242139000.0,0.0,244288000.0,783431000,0.0,1134492000.0,-2676000.0,2015-04-24 01:00:09.076000,1,2011
0,,False,True,-241000000.0,3002000000.0,3162000000.0,-348000000.0,-161000000.0,1800000000.0,375000000.0,-21000000.0,-175000000.0,367000000.0,-154000000.0,12000000.0,6951,AMAT,5229000000.0,2015-04-24 01:00:09.077000,False,USD,0000006951-14-000037,,,-485000000.0,1520000000.0,0.0,,,3304000000.0,3843000000.0,1448000000,951000000.0,-95000000.0,1567000000.0,67000000.0,,10-K,1291000000.0,1072000000,1072000000,True,,568000000.0,940000000.0,,536000000.0,ann,10/26/2014,12,m,0.0,False,861000000.0,4,12/17/2014,1428000000.0,False,13072000000.0,890000000.0,728000000.0,13174000000.0,6967000000.0,2823000000.0,5306000000.0,1947000000.0,1670000000.0,9072000000,,7868000000.0,-11524000000.0,2015-04-24 01:00:09.077000,1,2014
1,,False,True,-197000000.0,1711000000.0,1891000000.0,-519000000.0,215000000.0,623000000.0,410000000.0,-404000000.0,-545000000.0,117000000.0,-141000000.0,12000000.0,6951,AMAT,4518000000.0,2015-04-24 01:00:09.077000,False,USD,0000006951-14-000037,,,-456000000.0,432000000.0,0.0,,,3294000000.0,2991000000.0,350000000,1103000000.0,-95000000.0,1413000000.0,406000000.0,,10-K,319000000.0,256000000,256000000,False,,705000000.0,794000000.0,,566000000.0,ann,10/27/2013,12,m,0.0,False,850000000.0,4,12/17/2014,1320000000.0,False,12487000000.0,898000000.0,367000000.0,12043000000.0,5642000000.0,2443000000.0,4955000000.0,1946000000.0,1633000000.0,7509000000,,7088000000.0,-11524000000.0,2015-04-24 01:00:09.077000,1,2013
2,,False,True,-162000000.0,1392000000.0,1937000000.0,-1754000000.0,-4660000000.0,1851000000.0,422000000.0,493000000.0,1172000000.0,-881000000.0,679000000.0,12000000.0,6951,AMAT,5406000000.0,2015-04-24 01:00:09.077000,False,USD,0000006951-14-000037,,,-434000000.0,411000000.0,-5000000.0,,,3518000000.0,3313000000.0,316000000,1355000000.0,-95000000.0,1272000000.0,-308000000.0,,10-K,-4568000000.0,109000000,109000000,False,,673000000.0,755000000.0,,656000000.0,ann,10/30/2012,12,m,0.0,False,910000000.0,4,12/17/2014,1237000000.0,False,12700000000.0,1076000000.0,1742000000.0,12102000000.0,5102000000.0,2265000000.0,4867000000.0,1946000000.0,1220000000.0,8719000000,,7235000000.0,-11279000000.0,2015-04-24 01:00:09.077000,1,2012
3,,False,True,-209000000.0,5960000000.0,6243000000.0,960000000.0,707000000.0,2429000000.0,246000000.0,292000000.0,129000000.0,-43000000.0,-163000000.0,13000000.0,6951,AMAT,6157000000.0,2015-04-24 01:00:09.077000,False,USD,0000006951-13-000044,,,-397000000.0,2371000000.0,6000000.0,,,1335000000.0,4360000000.0,2378000000,211000000.0,-59000000.0,1701000000.0,786000000.0,,10-K,4102000000.0,1926000000,1926000000,False,,299000000.0,1116000000.0,,,ann,10/30/2011,12,m,0.0,False,866000000.0,4,12/4/2013,1118000000.0,False,13029000000.0,901000000.0,503000000.0,13861000000.0,10355000000.0,2794000000.0,5061000000.0,1947000000.0,1532000000.0,10517000000,,8800000000.0,-9864000000.0,2015-04-24 01:00:09.077000,1,2011
0,,False,True,-894000000.0,1099000000.0,6491000000.0,-3577000000.0,-3407000000.0,4962000000.0,894000000.0,425000000.0,984000000.0,1276000000.0,1274000000.0,5115000000.0,7084,ADM,76433000000.0,2015-04-24 01:00:10.355000,False,USD,0000007084-15-000005,,,-624000000.0,2756000000.0,,372000000.0,,,4768000000.0,2758000000,,-337000000.0,9374000000.0,-105000000.0,55000000.0,10-K,-2022000000.0,2248000000,2248000000,True,379000000.0,7459000000.0,230000000.0,,1575000000.0,ann,12/31/2014,12,m,,False,9960000000.0,4,2/20/2015,,False,15701000000.0,1907000000.0,2709000000.0,44027000000.0,26028000000.0,15602000000.0,24452000000.0,5558000000.0,2704000000.0,81201000000,132000000.0,19575000000.0,,2015-04-24 01:00:10.355000,1,2014
1,,False,True,-913000000.0,3121000000.0,7515000000.0,-3242000000.0,-577000000.0,5226000000.0,909000000.0,296000000.0,2742000000.0,191000000.0,2541000000.0,6136000000.0,7084,ADM,85915000000.0,2015-04-24 01:00:10.355000,False,USD,0000007084-15-000005,,,-501000000.0,1871000000.0,,411000000.0,,,3889000000.0,1613000000,,-413000000.0,11441000000.0,104000000.0,38000000.0,10-K,1407000000.0,1342000000,1342000000,False,478000000.0,6350000000.0,0.0,,1105000000.0,ann,12/31/2013,12,m,,False,10137000000.0,4,2/20/2015,,False,14077000000.0,1759000000.0,3872000000.0,43752000000.0,28530000000.0,15658000000.0,23596000000.0,5347000000.0,3224000000.0,89804000000,1523000000.0,20156000000.0,,2015-04-24 01:00:10.355000,1,2013
2,,False,True,-1240000000.0,1714000000.0,5928000000.0,-321000000.0,-1161000000.0,2332000000.0,869000000.0,1753000000.0,-1430000000.0,1345000000.0,-1304000000.0,6134000000.0,7084,ADM,86936000000.0,2015-04-24 01:00:10.355000,False,USD,0000007084-14-000011,,,-461000000.0,1715000000.0,,476000000.0,,,3623000000.0,1505000000,,-445000000.0,13836000000.0,-445000000.0,211000000.0,10-K,850000000.0,1375000000,1375000000,False,605000000.0,6548000000.0,,,1289000000.0,ann,12/31/2012,12,m,,False,10123000000.0,4,2/26/2014,,False,13236000000.0,1665000000.0,940000000.0,45136000000.0,29762000000.0,16993000000.0,26216000000.0,6456000000.0,3450000000.0,90559000000,7685000000.0,18920000000.0,,2015-04-24 01:00:10.355000,1,2012
3,,False,True,-1477000000.0,1291000000.0,4730000000.0,-1097000000.0,-1122000000.0,2895000000.0,848000000.0,974000000.0,-124000000.0,464000000.0,-272000000.0,6102000000.0,7084,ADM,85370000000.0,2015-04-24 01:00:10.355000,False,USD,0000007084-15-000005,,,-455000000.0,1593000000.0,,472000000.0,,603000000.0,3668000000.0,1293000000,,-441000000.0,12192000000.0,648000000.0,200000000.0,10-K,676000000.0,1223000000,1223000000,False,752000000.0,6593000000.0,,,1440000000.0,ann,6/30/2012,12,m,,False,9812000000.0,4,2/20/2015,,False,12774000000.0,1626000000.0,1653000000.0,41771000000.0,26954000000.0,14626000000.0,23802000000.0,6535000000.0,3439000000.0,89038000000,3785000000.0,17969000000.0,,2015-04-24 01:00:10.355000,1,2012
0,,False,True,-158694000.0,1077152000.0,1597492000.0,3516146000.0,-4737121000.0,1344159000.0,349810000.0,,-142791000.0,98137000.0,,1117000.0,1101215,ADS,3643979000.0,2015-04-24 01:00:10.358000,False,USD,0001101215-15-000063,,,,1098467000.0,-15854000.0,,,3865484000.0,1658961000.0,837941000,1515994000.0,-260526000.0,,-2379208000.0,,10-K,107330000.0,506293000,506293000,True,485420000.0,581409000.0,3278141000.0,,2335318000.0,ann,12/31/2014,12,m,,False,559628000.0,4,2/27/2015,,False,2540948000.0,141468000.0,828019000.0,20263977000.0,13814776000.0,6305483000.0,17632031000.0,8134248000.0,11417003000.0,5302940000,1266914000.0,2396380000.0,-2975795000.0,2015-04-24 01:00:10.358000,1,2014
1,,False,True,-135376000.0,969822000.0,1480171000.0,704152000.0,-1619416000.0,1003492000.0,307288000.0,,-95496000.0,-58394000.0,,983000.0,1101215,ADS,2894917000.0,2015-04-24 01:00:10.358000,False,USD,0001101215-15-000063,,,,1098912000.0,-11758000.0,,,1735703000.0,1424146000.0,793412000,460404000.0,-305500000.0,,-1453163000.0,,10-K,76470000.0,496170000,496170000,False,311542000.0,239941000.0,1684245000.0,,1426785000.0,ann,12/31/2013,12,m,,False,299188000.0,4,2/27/2015,,False,2049430000.0,109115000.0,507322000.0,13244257000.0,10400842000.0,4512498000.0,12388496000.0,6002708000.0,8464535000.0,4319063000,1389489000.0,855761000.0,-2689177000.0,2015-04-24 01:00:10.358000,1,2013
2,,False,True,-116455000.0,893352000.0,1386042000.0,2209019000.0,-2671350000.0,1134190000.0,274263000.0,,-49219000.0,103889000.0,,950000.0,1101215,ADS,2392091000.0,2015-04-24 01:00:10.358000,False,USD,0001101215-15-000063,,,,974364000.0,5280000.0,,,1751053000.0,1249299000.0,682904000,582874000.0,-291460000.0,,-1389770000.0,,10-K,677139000.0,422256000,422256000,False,185854000.0,171049000.0,1210036000.0,,1259297000.0,ann,12/31/2012,12,m,,False,253028000.0,4,2/27/2015,,False,1553260000.0,108059000.0,711934000.0,12000139000.0,9132143000.0,5032777000.0,11471652000.0,4708486000.0,7337784000.0,3641390000,2277323000.0,528487000.0,-2458092000.0,2015-04-24 01:00:10.358000,1,2012
3,,False,True,-73502000.0,216213000.0,732051000.0,109250000.0,-1040710000.0,1011347000.0,244467000.0,-32158000.0,-32158000.0,87017000.0,,941000.0,1101215,ADS,2112198000.0,2015-04-24 01:00:10.358000,False,USD,0001101215-14-000058,,,,812680000.0,-2788000.0,,,1449363000.0,1061089000.0,514095000,383646000.0,-298585000.0,,-32795000.0,,10-K,77099000.0,315286000,315286000,False,142741000.0,124028000.0,2442653000.0,,2443541000.0,ann,12/31/2011,12,m,,False,195397000.0,4,2/28/2014,,False,1131004000.0,95256000.0,696061000.0,8980249000.0,6606967000.0,3855171000.0,8804283000.0,2163640000.0,5498585000.0,3173287000,19834000.0,175966000.0,-2320696000.0,2015-04-24 01:00:10.358000,1,2011
0,,False,True,-718000000.0,3731000000.0,27026000000.0,-2877000000.0,-5752000000.0,8555000000.0,2092000000.0,136000000.0,463000000.0,302000000.0,327000000.0,30410000000.0,318154,AMGN,4422000000.0,2015-04-24 01:00:09.083000,False,USD,0000318154-15-000005,,,-1851000000.0,6191000000.0,,,,14788000000.0,15641000000.0,5585000000,12693000000.0,-1071000000.0,2647000000.0,-5515000000.0,,10-K,-74000000.0,5158000000,5158000000,True,1592000000.0,2494000000.0,,,2547000000.0,ann,12/31/2014,12,m,,False,5223000000.0,4,2/19/2015,4297000000.0,False,-4624000000.0,4699000000.0,3397000000.0,69009000000.0,34713000000.0,7008000000.0,43231000000.0,30215000000.0,2546000000.0,20063000000,500000000.0,25778000000.0,,2015-04-24 01:00:09.083000,1,2014
1,,False,True,-693000000.0,3805000000.0,19401000000.0,2726000000.0,-8469000000.0,6291000000.0,1286000000.0,-38000000.0,-45000000.0,-510000000.0,-7000000.0,29891000000.0,318154,AMGN,3346000000.0,2015-04-24 01:00:09.083000,False,USD,0000318154-15-000005,,,-1415000000.0,5867000000.0,,,,14968000000.0,15330000000.0,5265000000,13262000000.0,-1022000000.0,3019000000.0,2768000000.0,,10-K,548000000.0,5081000000,5081000000,False,5179000000.0,2250000000.0,,,2961000000.0,ann,12/31/2013,12,m,,False,5349000000.0,4,2/19/2015,4083000000.0,False,-7634000000.0,5184000000.0,1210000000.0,66125000000.0,27367000000.0,7947000000.0,44029000000.0,29623000000.0,2697000000.0,18676000000,2505000000.0,22096000000.0,,2015-04-24 01:00:09.083000,1,2013
2,,False,True,-689000000.0,3257000000.0,24061000000.0,419000000.0,-9990000000.0,5882000000.0,1088000000.0,348000000.0,198000000.0,248000000.0,-150000000.0,29337000000.0,318154,AMGN,3199000000.0,2015-04-24 01:00:09.083000,False,USD,0000318154-15-000005,,,-1118000000.0,5577000000.0,,,,12662000000.0,14066000000.0,5009000000,3968000000.0,-1053000000.0,2744000000.0,-6875000000.0,,10-K,-3689000000.0,4345000000,4345000000,False,1133000000.0,1886000000.0,,,3013000000.0,ann,12/31/2012,12,m,,False,5326000000.0,4,2/19/2015,3380000000.0,False,-10423000000.0,4814000000.0,1537000000.0,54298000000.0,31209000000.0,8191000000.0,35238000000.0,24034000000.0,2518000000.0,17265000000,2495000000.0,19060000000.0,,2015-04-24 01:00:09.083000,1,2012
3,,False,True,-567000000.0,6946000000.0,20641000000.0,-674000000.0,-786000000.0,5119000000.0,1060000000.0,-557000000.0,-940000000.0,-95000000.0,-383000000.0,27777000000.0,318154,AMGN,2708000000.0,2015-04-24 01:00:09.083000,False,USD,0000318154-14-000004,,,-500000000.0,4312000000.0,,,,11750000000.0,12874000000.0,4150000000,2584000000.0,-610000000.0,2484000000.0,437000000.0,,10-K,3659000000.0,3683000000,3683000000,False,1524000000.0,1572000000.0,,,2744000000.0,ann,12/31/2011,12,m,,False,5420000000.0,4,2/24/2014,3167000000.0,False,-8919000000.0,4499000000.0,1436000000.0,48871000000.0,27593000000.0,5754000000.0,29842000000.0,21344000000.0,2896000000.0,15582000000,84000000.0,19029000000.0,,2015-04-24 01:00:09.083000,1,2011
0,,False,True,-84000000.0,66000000.0,66000000.0,202000000.0,-1792000000.0,1519000000.0,1020000000.0,-52000000.0,-271000000.0,201000000.0,-5000000.0,2000000.0,1546640,ADT,1457000000.0,2015-04-24 01:00:10.359000,False,USD,0001546640-14-000023,571000000.0,,-132000000.0,659000000.0,-1000000.0,,,3738000000.0,1951000000.0,432000000,3120000000.0,-192000000.0,76000000.0,-526000000.0,,10-K,-72000000.0,304000000,304000000,True,2446000000.0,,,,128000000.0,ann,9/26/2014,12,m,,False,265000000.0,4,11/12/2014,,False,445000000.0,1231000000.0,1215000000.0,10549000000.0,409000000.0,708000000.0,7421000000.0,5096000000.0,101000000.0,3408000000,4000000.0,3128000000.0,,2015-04-24 01:00:10.359000,1,2014
1,,False,True,-71000000.0,138000000.0,138000000.0,-366000000.0,-1394000000.0,1666000000.0,930000000.0,-55000000.0,-245000000.0,325000000.0,-25000000.0,2000000.0,1546640,ADT,1378000000.0,2015-04-24 01:00:10.359000,False,USD,0001546640-14-000023,520000000.0,,-112000000.0,735000000.0,-2000000.0,,,3476000000.0,1931000000.0,642000000,2922000000.0,-117000000.0,66000000.0,-555000000.0,,10-K,-96000000.0,421000000,421000000,False,2180000000.0,,,,140000000.0,ann,9/27/2013,12,m,,False,235000000.0,4,11/12/2014,,False,283000000.0,1173000000.0,1245000000.0,9913000000.0,580000000.0,758000000.0,5591000000.0,3373000000.0,86000000.0,3309000000,3000000.0,4322000000.0,,2015-04-24 01:00:10.359000,1,2013
2,,False,True,-61000000.0,234000000.0,234000000.0,-231000000.0,-1096000000.0,1493000000.0,862000000.0,-33000000.0,-26000000.0,171000000.0,-30000000.0,2000000.0,1546640,ADT,1374000000.0,2015-04-24 01:00:10.359000,False,USD,0001546640-14-000023,464000000.0,,0.0,722000000.0,3000000.0,,,3400000000.0,1854000000.0,630000000,2861000000.0,-92000000.0,42000000.0,-648000000.0,,10-K,169000000.0,394000000,394000000,False,1878000000.0,,,,174000000.0,ann,9/28/2012,12,m,,False,217000000.0,4,11/12/2014,,False,0.0,1125000000.0,1099000000.0,9260000000.0,440000000.0,572000000.0,4103000000.0,2525000000.0,78000000.0,3228000000,2000000.0,5157000000.0,,2015-04-24 01:00:10.359000,1,2012
3,,False,True,-31000000.0,65000000.0,65000000.0,-548000000.0,-909000000.0,1439000000.0,813000000.0,-45000000.0,80000000.0,103000000.0,-10000000.0,0.0,1546640,ADT,1341000000.0,2015-04-24 01:00:10.359000,False,USD,0001546640-13-000022,417000000.0,,0.0,693000000.0,-1000000.0,,,3395000000.0,1769000000.0,604000000,2755000000.0,-90000000.0,33000000.0,-581000000.0,,10-K,-19000000.0,376000000,376000000,False,1737000000.0,,,5152000000.0,173000000.0,ann,9/30/2011,12,m,,False,172000000.0,4,11/20/2013,,False,,1076000000.0,1063000000.0,8739000000.0,263000000.0,567000000.0,3508000000.0,1506000000.0,94000000.0,3110000000,1000000.0,5231000000.0,,2015-04-24 01:00:10.359000,1,2011
0,,False,True,-1785000000.0,5000000.0,5000000.0,141000000.0,-1717000000.0,1551000000.0,813000000.0,,34000000.0,-44000000.0,3000000.0,2000000.0,1002910,AEE,3586000000.0,2015-04-24 01:00:10.361000,False,USD,0001002910-15-000075,,-1000000.0,-396000000.0,1254000000.0,,,,411000000.0,2467000000.0,970000000,,-341000000.0,524000000.0,397000000.0,142000000.0,10-K,-25000000.0,592000000,592000000,True,2795000000.0,396000000.0,619000000.0,0.0,2760000000.0,ann,12/31/2014,12,m,,False,17424000000.0,4,3/2/2015,,False,1103000000.0,,959000000.0,22676000000.0,2046000000.0,2249000000.0,15963000000.0,6120000000.0,769000000.0,6053000000,834000000.0,6713000000.0,,2015-04-24 01:00:10.361000,1,2014
1,,False,True,-1379000000.0,30000000.0,30000000.0,-149000000.0,-1723000000.0,1693000000.0,761000000.0,,0.0,-142000000.0,60000000.0,2000000.0,1002910,AEE,3490000000.0,2015-04-24 01:00:10.361000,False,USD,0001002910-15-000075,,-223000000.0,-394000000.0,1184000000.0,,,,411000000.0,2348000000.0,829000000,,-398000000.0,526000000.0,197000000.0,142000000.0,10-K,-179000000.0,295000000,295000000,False,2454000000.0,406000000.0,667000000.0,0.0,2612000000.0,ann,12/31/2013,12,m,,False,16205000000.0,4,3/2/2015,,False,907000000.0,,1398000000.0,21042000000.0,1972000000.0,2461000000.0,14498000000.0,5504000000.0,904000000.0,5838000000,902000000.0,6544000000.0,,2015-04-24 01:00:10.361000,1,2013
2,,False,True,-1063000000.0,184000000.0,184000000.0,-426000000.0,-1310000000.0,1690000000.0,736000000.0,,2000000.0,-61000000.0,-28000000.0,2000000.0,1002910,AEE,3477000000.0,2015-04-24 01:00:10.361000,False,USD,0001002910-15-000075,,-1496000000.0,-388000000.0,1188000000.0,,,,411000000.0,2304000000.0,829000000,14000000.0,-392000000.0,570000000.0,384000000.0,151000000.0,10-K,-46000000.0,-974000000,-974000000,False,2861000000.0,1956000000.0,1709000000.0,0.0,2581000000.0,ann,12/31/2012,12,m,,False,15348000000.0,4,3/2/2015,,False,1006000000.0,,2664000000.0,22230000000.0,3596000000.0,2686000000.0,15614000000.0,5802000000.0,716000000.0,5781000000,355000000.0,6616000000.0,,2015-04-24 01:00:10.361000,1,2012
3,,False,True,-881000000.0,255000000.0,255000000.0,-1120000000.0,-1048000000.0,1878000000.0,679000000.0,,171000000.0,-133000000.0,-29000000.0,2000000.0,1002910,AEE,3950000000.0,2015-04-24 01:00:10.361000,False,USD,0001002910-14-000054,,89000000.0,-381000000.0,1033000000.0,,,,411000000.0,2198000000.0,691000000,7000000.0,-387000000.0,712000000.0,199000000.0,149000000.0,10-K,-290000000.0,526000000,526000000,False,2805000000.0,327000000.0,664000000.0,0.0,2377000000.0,ann,12/31/2011,12,m,,False,18127000000.0,4,3/3/2014,,False,2369000000.0,,1352000000.0,23645000000.0,2295000000.0,1785000000.0,15726000000.0,6677000000.0,866000000.0,6148000000,327000000.0,7919000000.0,,2015-04-24 01:00:10.361000,1,2011
0,,False,True,-4893000000.0,14557000000.0,17416000000.0,4432000000.0,-5065000000.0,6842000000.0,4746000000.0,-1039000000.0,-2232000000.0,6898000000.0,-1193000000.0,5000000.0,1018724,AMZN,62752000000.0,2015-04-24 01:00:09.096000,False,USD,0001018724-15-000006,,,,178000000.0,-310000000.0,37000000.0,,3319000000.0,26236000000.0,-111000000,,-210000000.0,8299000000.0,807000000.0,,10-K,5899000000.0,-241000000,-241000000,True,2892000000.0,,,,7410000000.0,ann,12/31/2014,12,m,0.0,False,16967000000.0,4,1/30/2015,,False,1949000000.0,5884000000.0,7083000000.0,54505000000.0,31327000000.0,28089000000.0,43764000000.0,8265000000.0,5612000000.0,88988000000,,10741000000.0,-1837000000.0,2015-04-24 01:00:09.096000,1,2014
1,,False,True,-3444000000.0,8658000000.0,12447000000.0,-539000000.0,-4276000000.0,5475000000.0,3253000000.0,-846000000.0,-2256000000.0,5315000000.0,-1410000000.0,5000000.0,1018724,AMZN,54181000000.0,2015-04-24 01:00:09.096000,False,USD,0001018724-15-000006,,,,745000000.0,-86000000.0,-71000000.0,,2655000000.0,20271000000.0,506000000,,-141000000.0,7411000000.0,-520000000.0,,10-K,574000000.0,274000000,274000000,False,1930000000.0,,,,4242000000.0,ann,12/31/2013,12,m,0.0,False,10949000000.0,4,1/30/2015,,False,2190000000.0,4262000000.0,5201000000.0,40159000000.0,24625000000.0,22980000000.0,30413000000.0,3191000000.0,4767000000.0,74452000000,,9746000000.0,-1837000000.0,2015-04-24 01:00:09.096000,1,2013
2,,False,True,-3785000000.0,8084000000.0,11448000000.0,2259000000.0,-3595000000.0,4180000000.0,2159000000.0,-861000000.0,-1860000000.0,4904000000.0,-999000000.0,5000000.0,1018724,AMZN,45971000000.0,2015-04-24 01:00:09.096000,False,USD,0001018724-15-000006,,,,676000000.0,-29000000.0,-155000000.0,,2552000000.0,15122000000.0,544000000,,-92000000.0,6031000000.0,935000000.0,,10-K,2815000000.0,-39000000,-39000000,False,1647000000.0,,,,2277000000.0,ann,12/31/2012,12,m,0.0,False,7060000000.0,4,1/30/2015,,False,1916000000.0,3304000000.0,4219000000.0,32555000000.0,21296000000.0,19002000000.0,24363000000.0,3084000000.0,3817000000.0,61093000000,,8192000000.0,-1837000000.0,2015-04-24 01:00:09.096000,1,2012
